1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.702379 0.699423 0.608734 0.599978 0.774387 0.785119 0.829961 1 1 1 0.857091 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.973671 0.947009 1 1 1 1 0.904624 0.814578 0.813906 0.795655 0.710511 0.718767 0.684206 0.739076 0.823147 0.719 0.861988 0.9615 0.983689 0.879094 0.894121 0.734215 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.841209 0.849934 0.745633 0.915275 0.954652 0.968037 1 0.862215 0.848351 0.947586 0.858553 0.844284 0.776711 0.696627 0.744729 0.820115 0.951133 0.814704 0.750543 0.74049 0.843034 0.741184 0.815062 0.669068 0.658722 0.635753 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.945455 0.83056 0.814807 0.865542 0.860273 0.898918 1 1 1 0.998432 0.806243 0.774096 0.939798 0.947636 0.89925 0.89756 0.835796 0.775535 0.814363 0.853944 0.923145 0.964041 0.804558 0.682897 0.778065 0.755411 0.847856 0.859799 0.735607 0.676558 0.570689 0.607344 0.675611 0.666882 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.925468 1 0.955968 1 1 1 1 1 1 0.972459 0.820666 0.792292 0.897381 0.946306 0.903134 0.947549 0.830608 0.9153 0.905524 0.848544 0.907417 0.89519 0.73777 0.794684 0.807956 0.748195 0.846497 0.796475 0.818338 0.807546 0.817306 0.772859 0.752755 0.726247 0.73541 0.786932 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.934029 1 1 1 1 1 1 1 1 1 0.888464 0.835303 0.775588 0.869345 1 0.984531 1 1 0.939137 0.932913 0.937305 0.93444 0.850774 0.799366 0.774754 0.77184 0.790198 0.942546 0.953003 0.90408 0.89214 0.753629 0.850384 0.764724 0.77065 0.78502 0.826142 0.901197 0.935596 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.896418 0.839418 0.715555 0.800801 0.861725 1 1 1 1 0.967887 0.948361 0.914087 0.905212 0.758546 0.866299 0.694955 0.804444 0.854929 0.960342 0.93985 0.933498 0.865007 0.85975 0.782667 0.811566 0.778856 0.852335 0.937498 0.941852 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.927434 0.846582 0.807596 0.741532 0.752405 0.928795 1 1 1 1 0.980444 0.974352 1 0.965824 0.803657 0.792593 0.736358 0.751313 0.853025 0.814143 0.895075 0.77589 0.833719 0.826861 0.864686 0.898684 0.908904 0.911598 0.912938 0.947569 1 1 0.951465 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.902855 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.940773 1 0.898101 0.848064 0.831352 0.852524 0.96239 0.967164 1 0.984788 1 1 0.968069 1 0.8744 0.879989 0.796363 0.713709 0.727613 0.857654 0.73442 0.775182 0.794442 0.802369 0.795906 0.786733 0.860836 0.916447 0.939506 0.904519 0.874661 0.874549 0.947259 0.967422 0.815322 0.928472 0.789238 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.856707 0.976367 1 1 1 1 1 1 1 1 1 1 1 1 1 0.991505 0.948616 0.949982 0.888402 0.951874 0.936581 1 1 0.948905 1 1 1 1 0.966289 0.937227 0.934048 0.912292 0.813684 0.805764 0.83525 0.830388 0.821356 0.779203 0.812608 0.842171 0.777245 0.837801 0.749197 0.808762 0.750533 0.785126 0.769433 0.79426 0.910037 0.919286 0.900547 0.844791 0.759244 0.687476 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.845473 0.837674 0.910136 1 1 1 1 1 1 1 1 1 1 1 1 1 0.968244 0.913259 0.948511 0.989227 0.98362 0.991668 1 0.988154 1 0.976836 1 0.994935 1 0.973731 1 1 0.935157 0.945031 0.89053 0.85178 0.866825 0.782418 0.783505 0.814521 0.762498 0.76912 0.730343 0.788797 0.819715 0.772044 0.686975 0.632829 0.629381 0.653834 0.747075 0.929059 0.878499 0.811303 0.672051 0.524185 0.499536 0.61535 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.96886 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.943108 0.920919 1 1 1 1 1 1 1 1 0.990627 1 1 0.980822 1 0.902833 0.956448 0.975626 0.929156 0.919993 0.869219 0.822362 0.849384 0.790799 0.769167 0.711759 0.719196 0.776432 0.704562 0.750554 0.719571 0.640776 0.58382 0.640822 0.771442 0.918347 0.864003 0.83857 0.885723 0.561168 0.662526 0.495548 0.485806 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.54322 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.949603 1 1 0.909038 0.903153 1 1 0.98 1 0.989865 0.986603 1 1 1 1 0.992649 0.916958 1 0.935763 0.968591 0.986021 0.977265 0.963606 0.910009 0.944805 0.879962 0.923735 0.76331 0.743566 0.71233 0.751445 0.753399 0.745539 0.687892 0.700604 0.627199 0.614806 0.684912 0.782911 0.848699 1 0.806298 0.766714 0.566355 0.628034 0.551417 0.473123 0.498739 0.101194 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
