0.007	0.004
0.008	0.009
0.009	0.009
0.009	0.008
0.010	0.010
0.011	0.008
0.011	0.008
0.012	0.013
0.012	0.019
0.013	0.024
0.014	0.031
0.014	0.034
0.015	0.034
0.015	0.038
0.016	0.044
0.017	0.050
0.017	0.062
0.018	0.080
0.019	0.081
0.019	0.088
0.020	0.109
0.020	0.123
0.021	0.095
0.022	0.058
0.022	0.045
0.023	0.042
0.024	0.041
0.024	0.039
0.025	0.041
0.025	0.040
0.026	0.034
0.027	0.027
0.027	0.026
0.028	0.022
0.029	0.021
0.029	0.020
0.030	0.022
0.030	0.026
0.031	0.031
0.032	0.049
0.032	0.114
0.033	0.038
0.033	0.034
0.034	0.025
0.035	0.019
0.035	0.016
0.036	0.014
0.037	0.012
0.037	0.011
0.038	0.010
0.038	0.010
0.039	0.011
0.040	0.012
0.040	0.013
0.041	0.013
0.042	0.012
0.042	0.011
0.043	0.010
0.043	0.009
